"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.855606260E-1,9.796515465E0,1.443769336E0,6.076273918E0,1.161797271E1
5.879470320E-1,9.617053032E0,1.546660781E0,5.623731613E0,1.124749865E1
5.903334380E-1,9.313164711E0,1.625623941E0,5.144867897E0,1.076324095E1
5.927198960E-1,8.922835350E0,1.690230131E0,4.670789719E0,1.021225466E1
5.951063030E-1,8.477471352E0,1.726122379E0,4.223331928E0,9.627229693E0
5.974927090E-1,8.020143509E0,1.730908036E0,3.816252947E0,9.048896678E0
5.998791150E-1,7.587042332E0,1.714158297E0,3.449851990E0,8.508996930E0
6.022655730E-1,7.196712971E0,1.690230131E0,3.095714331E0,8.014549438E0
6.046519800E-1,6.873383045E0,1.666301847E0,2.748456001E0,7.587751098E0
6.070383860E-1,6.617351055E0,1.642373681E0,2.401197433E0,7.228587373E0
6.094247920E-1,6.428019047E0,1.620838284E0,2.051845312E0,6.939496725E0
6.118111980E-1,6.284449577E0,1.594517231E0,1.704586983E0,6.703909939E0
6.141976570E-1,6.176772594E0,1.558624864E0,1.364507079E0,6.514883784E0
6.165840630E-1,6.100202084E0,1.510768414E0,1.053440213E0,6.372175684E0
6.189704690E-1,6.026024818E0,1.441376567E0,7.995018363E-1,6.247379027E0
6.213568760E-1,5.939883232E0,1.345364571E0,6.272186637E-1,6.122550277E0
6.237432820E-1,5.829514027E0,1.223330617E0,5.673980713E-1,5.983453197E0
6.261297400E-1,5.693123341E0,1.091725349E0,6.200401783E-1,5.829920019E0
6.285161460E-1,5.542375565E0,9.505487680E-1,1.005583763E0,5.712501078E0
6.309025530E-1,5.360520840E0,8.500502706E-1,1.436590910E0,5.614406699E0
6.332889590E-1,5.125725269E0,7.899305820E-1,1.876870275E0,5.515404961E0
6.356754170E-1,4.845765114E0,7.731808424E-1,2.322234392E0,5.428813934E0
6.380618230E-1,4.548755646E0,7.851449251E-1,2.813062191E0,5.405640514E0
6.404482300E-1,4.266402721E0,8.186444640E-1,3.457030535E0,5.551885361E0
6.428346360E-1,4.012464523E0,8.476574421E-1,4.677968502E0,6.221075791E0
6.452210420E-1,3.758825302E0,8.210372925E-1,6.830312252E0,7.839389986E0
